,categories,deals,display_phone,gift_certificates,id,image_url,is_claimed,is_closed,location_address,location_city,location_coordinate_latitude,location_coordinate_longitude,location_country_code,location_cross_streets,location_display_address,location_geo_accuracy,location_neighborhoods,location_postal_code,location_state_code,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,review_count,snippet_image_url,snippet_text,url
10,"[[u'Lounges', u'lounges']]",,+1-415-474-4448,,rye-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/-fv6K7Nn0u--YfIQYPOB7w/ms.jpg,True,False,[u'688 Geary St'],San Francisco,37.78677,-122.41461,US,Jones St & Leavenworth St,"[u'688 Geary St', u'Lower Nob Hill', u'San Francisco, CA 94102']",8.0,[u'Lower Nob Hill'],94102,CA,1472595395.0,single_platform,https://m.yelp.com/biz/rye-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Rye,4154744448,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,1285,https://s3-media2.fl.yelpcdn.com/photo/D11_fces0bOnEjo3R6Q4cw/ms.jpg,"It's pretty cool that you can get a $4 Modelo or a really blown-out cocktail. Diff'rent strokes for diff'rent folks. 

It's a big space, although there's...",https://www.yelp.com/biz/rye-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
11,"[[u'American (New)', u'newamerican'], [u'Cocktail Bars', u'cocktailbars'], [u'Venues & Event Spaces', u'venues']]",,+1-415-434-4204,,barbarossa-lounge-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/731JgH06S016VusUjVB9Fg/ms.jpg,True,False,[u'714 Montgomery St'],San Francisco,37.7960137278,-122.403321862,US,Jackson St & Columbus Ave,"[u'714 Montgomery St', u'Financial District', u'San Francisco, CA 94111']",8.0,[u'Financial District'],94111,CA,,,https://m.yelp.com/biz/barbarossa-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Barbarossa Lounge,4154344204,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,145,https://s3-media3.fl.yelpcdn.com/photo/WTp1lCW9h7BBYVRYvbmGYQ/ms.jpg,"ALL YOU NEED TO KNOW:

I have been living in San Francisco for over 6 years now in addition to being involved in the nightlife industry within the city. I...",https://www.yelp.com/biz/barbarossa-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
12,"[[u'Cocktail Bars', u'cocktailbars'], [u'American (Traditional)', u'tradamerican']]",,+1-415-872-7773,,hos-bootleg-tavern-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/2aaEXpsrm8xVM_i73gWqhg/ms.jpg,True,False,[u'2360 Van Ness Ave'],San Francisco,37.7974891663,-122.42339325,US,,"[u'2360 Van Ness Ave', u'Russian Hill', u'San Francisco, CA 94109']",8.0,[u'Russian Hill'],94109,CA,,,https://m.yelp.com/biz/hos-bootleg-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Ho's Bootleg Tavern,4158727773,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,71,https://s3-media4.fl.yelpcdn.com/photo/Dskxk-RpQW9OLOwG47wR5Q/ms.jpg,"Great bar

The bar staff are awesome. 

Definitely try out the deep fried Oreos. I come back to have these weekly.",https://www.yelp.com/biz/hos-bootleg-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
13,"[[u'Pubs', u'pubs'], [u'Cocktail Bars', u'cocktailbars']]",,+1-415-928-0677,,zekis-bar-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/QY16Dz_SD1fS43vMPtVZAQ/ms.jpg,True,False,[u'1319 California St'],San Francisco,37.79095,-122.41612,US,Helen Pl & Leavenworth St,"[u'1319 California St', u'Nob Hill', u'San Francisco, CA 94109']",8.0,[u'Nob Hill'],94109,CA,,,https://m.yelp.com/biz/zekis-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Zeki's Bar,4159280677,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,233,https://s3-media2.fl.yelpcdn.com/photo/I42wjmG2MPsV2ZYd_G7AqA/ms.jpg,Nice atmosphere and the mix a great rusty nail. Had lots of sorts on the TV and opens to the sidewalk,https://www.yelp.com/biz/zekis-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
14,"[[u'Cocktail Bars', u'cocktailbars'], [u'Lounges', u'lounges']]",,+1-415-757-0290,,topsys-fun-house-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/rIThdpt70JhgOufkK5jArg/ms.jpg,True,False,[u'260 Kearny St'],San Francisco,37.7905828,-122.4038175,US,Bush St & Hardie Pl,"[u'260 Kearny St', u'Financial District', u'San Francisco, CA 94108']",9.5,[u'Financial District'],94108,CA,,,https://m.yelp.com/biz/topsys-fun-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Topsy's Fun House,4157570290,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,259,https://s3-media1.fl.yelpcdn.com/photo/H9dWBP705XqMUXh4UcHt0g/ms.jpg,"What a strange, but awesome place. The bartenders are attractive and friendly, and you never feel ignored.
THE BARSTOOLS ARE GIANT SPRINGS. Sit on them....",https://www.yelp.com/biz/topsys-fun-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
15,"[[u'Gastropubs', u'gastropubs'], [u'Beer Bar', u'beerbar']]",,+1-415-361-5500,,hogwash-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/yH4icakrVBLn-o2guHwoWA/ms.jpg,True,False,[u'582 Sutter St'],San Francisco,37.7891754,-122.4099292,US,Mason St & Powell St,"[u'582 Sutter St', u'Union Square', u'San Francisco, CA 94102']",9.5,[u'Union Square'],94102,CA,,,https://m.yelp.com/biz/hogwash-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Hogwash,4153615500,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,502,https://s3-media1.fl.yelpcdn.com/photo/tIS24SICJGsdZFvwpJRpUA/ms.jpg,"Fantastic. Great barrel age dark stout and a super tasty Sheepish (lamb, beets, blue cheese)! Friendly outgoing staff. 

Whole lotta tasty sausage in the house.",https://www.yelp.com/biz/hogwash-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
16,"[[u'Lounges', u'lounges'], [u'American (New)', u'newamerican']]",,+1-415-617-0071,,comstock-saloon-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/6vAqJH5xEqPY2rFyIrSP8Q/ms.jpg,True,False,[u'155 Columbus Ave'],San Francisco,37.7967419475,-122.405046523,US,Kearny St & Jackson St,"[u'155 Columbus Ave', u'Chinatown', u'San Francisco, CA 94133']",8.0,[u'Chinatown'],94133,CA,1472695110.0,single_platform,https://m.yelp.com/biz/comstock-saloon-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Comstock Saloon,4156170071,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,790,https://s3-media4.fl.yelpcdn.com/photo/-j8aRMi1mVLsQ8H6EVlB5g/ms.jpg,Came here early on a Saturday evening to grab a bite to eat. The man at the front desk was SO friendly. He quickly put together two small tables for us and...,https://www.yelp.com/biz/comstock-saloon-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
17,"[[u'Cocktail Bars', u'cocktailbars']]",,,,hi-lo-club-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/5v_rwHoqoCqK6jntHH7EpA/ms.jpg,True,False,[u'1423 Polk St'],San Francisco,37.7899208,-122.4208221,US,California St & Pine St,"[u'1423 Polk St', u'Nob Hill', u'San Francisco, CA 94109']",8.0,[u'Nob Hill'],94109,CA,,,https://m.yelp.com/biz/hi-lo-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Hi-Lo Club,,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,119,https://s3-media1.fl.yelpcdn.com/photo/1_0jISpGJg7kKzwgg0K-EQ/ms.jpg,Very cool cocktail bar. Nice and dark with real candlelight. Dig it. Got a real good whiskey drink with Blanton's with Luxardo cherries. Excellent.,https://www.yelp.com/biz/hi-lo-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
18,"[[u'Sports Bars', u'sportsbars'], [u'Lounges', u'lounges'], [u'Cocktail Bars', u'cocktailbars']]",,+1-415-735-5522,,jackalope-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/kuPWmpxpWGE2_J3mp_M76g/ms.jpg,True,False,[u'1092 Post St'],San Francisco,37.7869299073,-122.419840355,US,Polk St & United States Highway 101,"[u'1092 Post St', u'Lower Nob Hill', u'San Francisco, CA 94109']",9.5,[u'Lower Nob Hill'],94109,CA,1472870797.0,single_platform,https://m.yelp.com/biz/jackalope-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Jackalope,4157355522,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,57,https://s3-media1.fl.yelpcdn.com/photo/1_0jISpGJg7kKzwgg0K-EQ/ms.jpg,Very cool cocktail bar. The atmosphere is kinda creepy but in a fun way. Reminds me of Donnie Darko. The bartender was a very cool guy. Played requests for...,https://www.yelp.com/biz/jackalope-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
19,"[[u'Tapas/Small Plates', u'tapasmallplates'], [u'Beer Bar', u'beerbar'], [u'Burgers', u'burgers']]",,+1-415-829-8226,,buffalo-theory-san-francisco-2,https://s3-media1.fl.yelpcdn.com/bphoto/cfSCIXmJswpUYVaS-GMHKg/ms.jpg,True,False,[u'1735 Polk St'],San Francisco,37.79284,-122.42144,US,Washington St & Clay St,"[u'1735 Polk St', u'Nob Hill', u'San Francisco, CA 94109']",8.0,[u'Nob Hill'],94109,CA,,,https://m.yelp.com/biz/buffalo-theory-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Buffalo Theory,4158298226,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,80,https://s3-media4.fl.yelpcdn.com/photo/tYeH1QwVcxXy78CWvWfFoA/ms.jpg,"Good ambience. Low, soft lighting with nice decor that is simple, yet inviting. If you love beer, this would be good place to try. They have an extensive...",https://www.yelp.com/biz/buffalo-theory-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
0,"[[u'Austrian', u'austrian'], [u'Bars', u'bars']]",,+1-415-474-2000,,leopolds-san-francisco-2,https://s3-media1.fl.yelpcdn.com/bphoto/K7XMJrigGsnrLu538UimJA/ms.jpg,True,False,[u'2400 Polk St'],San Francisco,37.798927,-122.422073,US,Union St & Filbert St,"[u'2400 Polk St', u'Russian Hill', u'San Francisco, CA 94109']",8.0,[u'Russian Hill'],94109,CA,1472724091.0,single_platform,https://m.yelp.com/biz/leopolds-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Leopold's,4154742000,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,864,https://s3-media3.fl.yelpcdn.com/photo/FnWKM2TzwhUxrHBAbfuFhw/ms.jpg,"One of our favorite places to go in the city. Consistently great, authentic German food. 

If you love Wiener Schnitzel, Spaetzle and really good draft...",https://www.yelp.com/biz/leopolds-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
1,"[[u'Lounges', u'lounges'], [u'Cocktail Bars', u'cocktailbars']]",,+1-415-699-6545,,the-hancock-room-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/jgv4Ujad3cewxEUTav2Ccw/ms.jpg,True,False,[u'1350 Powell St'],San Francisco,37.7972488403,-122.410003662,US,Fisher Aly & Robert C Levy Tunl,"[u'1350 Powell St', u'Chinatown', u'San Francisco, CA 94133']",8.0,[u'Chinatown'],94133,CA,,,https://m.yelp.com/biz/the-hancock-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Hancock Room,4156996545,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,15,https://s3-media2.fl.yelpcdn.com/photo/CzZ9EtszP06pHs4Twt0z2g/ms.jpg,"This past weekend, I was so happy and amazed to have a birthday party for a group of 40-50 of my friends at the one and only Hancock Room. Being the upper...",https://www.yelp.com/biz/the-hancock-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
2,"[[u'Hawaiian', u'hawaiian'], [u'Cocktail Bars', u'cocktailbars'], [u'Wine Bars', u'wine_bars']]",,+1-415-440-5446,,louies-gen-gen-room-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/HE9pHAQZg4rZdTGxBi_IXA/ms.jpg,True,False,[u'871 Sutter St'],San Francisco,37.7881799,-122.41458,US,Jones St & Leavenworth St,"[u'871 Sutter St', u'Lower Nob Hill', u'San Francisco, CA 94109']",8.0,[u'Lower Nob Hill'],94109,CA,,,https://m.yelp.com/biz/louies-gen-gen-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Louie's Gen-Gen Room,4154405446,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,49,https://s3-media2.fl.yelpcdn.com/photo/dwc3CkJfEqeFNlsCfdRMIw/ms.jpg,"This is the downstairs bar of Liholiho Yacht Club, so you get escorted through the restaurant and downstairs into a very intimate and dark room. There's a...",https://www.yelp.com/biz/louies-gen-gen-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
3,"[[u'Breweries', u'breweries'], [u'Beer Bar', u'beerbar']]",,+1-415-483-5530,,woods-polk-station-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/1AvumrAfq9Mf44z_bfXyrQ/ms.jpg,True,False,[u'2255 Polk St'],San Francisco,37.7976772,-122.4224784,US,Green St & Bonita St,"[u'2255 Polk St', u'Russian Hill', u'San Francisco, CA 94109']",9.5,[u'Russian Hill'],94109,CA,1472842563.0,single_platform,https://m.yelp.com/biz/woods-polk-station-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Woods Polk Station,4154835530,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,53,https://s3-media2.fl.yelpcdn.com/photo/dUV3BJf5ZK5Azi752PJeBw/ms.jpg,"Delicious beers, friendly bartender, amazing empanadas. Perfect for a small dinner with a friend, or just to hang out after a long run (how I initially...",https://www.yelp.com/biz/woods-polk-station-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
4,"[[u'Wine Bars', u'wine_bars'], [u'Lounges', u'lounges'], [u'Beer, Wine & Spirits', u'beer_and_wine']]",,+1-415-825-0741,,resolute-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/2Y1867ttALvZNcHz89Oxqg/ms.jpg,True,False,[u'678 Geary St'],San Francisco,37.7866898,-122.4146194,US,Jones St & Leavenworth St,"[u'678 Geary St', u'Lower Nob Hill', u'San Francisco, CA 94102']",8.0,[u'Lower Nob Hill'],94102,CA,,,https://m.yelp.com/biz/resolute-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Resolute,4158250741,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,104,https://s3-media1.fl.yelpcdn.com/photo/diZKkN9kOyq3A5bo39Y9aw/ms.jpg,"I was searching for a happy hour spot by my hotel and found this quaint spot down the block from where I was staying.  I arrived around 6pm, happy hour ends...",https://www.yelp.com/biz/resolute-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
5,"[[u'Cocktail Bars', u'cocktailbars'], [u'Venues & Event Spaces', u'venues'], [u'Whiskey Bars', u'whiskeybars']]",,+1-415-398-2827,,rickhouse-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/8sOtD0DuzVg6eSxaqt6UuA/ms.jpg,True,False,[u'246 Kearny St'],San Francisco,37.7904968262,-122.403594971,US,Hardie Pl & Sutter St,"[u'246 Kearny St', u'Financial District', u'San Francisco, CA 94108']",8.0,[u'Financial District'],94108,CA,,,https://m.yelp.com/biz/rickhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Rickhouse,4153982827,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,1514,https://s3-media2.fl.yelpcdn.com/photo/zjtxEig3UfAeNt4cfx_WNQ/ms.jpg,"Helloooo eye candy! Ladies, take a gander behind the bar; the men are flirty and urbanly dressed. If you're a visitor to SF, then this semi-speakeasy is a...",https://www.yelp.com/biz/rickhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
6,"[[u'Lounges', u'lounges']]",,+1-415-963-1713,,church-key-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/Un486VUxdnRqh0sXkWHhxQ/ms.jpg,True,False,[u'1402 Grant Ave'],San Francisco,37.7998559922,-122.407367304,US,Green St & Union St,"[u'1402 Grant Ave', u'North Beach/Telegraph Hill', u'San Francisco, CA 94133']",8.0,[u'North Beach/Telegraph Hill'],94133,CA,,,https://m.yelp.com/biz/church-key-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Church Key,4159631713,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,302,https://s3-media1.fl.yelpcdn.com/photo/QoSV4vZP3PG8PUKCbaHvzg/ms.jpg,"The best joint to grab a drink in the hood if you want to do a low key night.

They only serve beer & wine.  But the beer options are impressive.  If you're...",https://www.yelp.com/biz/church-key-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
7,"[[u'Cocktail Bars', u'cocktailbars'], [u'Venues & Event Spaces', u'venues']]",,+1-415-766-4363,,the-devils-acre-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/ATGyosV5IhFGFyp3zz6BDw/ms.jpg,True,False,[u'256 Columbus Ave'],San Francisco,37.797664,-122.4060816,US,Broadway St & Jack Kerouac Aly,"[u'256 Columbus Ave', u'Chinatown', u'San Francisco, CA 94133']",8.0,[u'Chinatown'],94133,CA,1472871950.0,single_platform,https://m.yelp.com/biz/the-devils-acre-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Devil's Acre,4157664363,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,191,https://s3-media1.fl.yelpcdn.com/photo/2O9QzIwXow7ROEbGKWsQRg/ms.jpg,I met up with a few friends at The Devil's Arce before having dinner nearby.  It's a very nice bar!  Very spacious and multilevel.  It was around 8pm on a...,https://www.yelp.com/biz/the-devils-acre-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
