,Unnamed: 0,categories,deals,display_phone,gift_certificates,id,image_url,is_claimed,is_closed,location_address,location_city,location_coordinate_latitude,location_coordinate_longitude,location_country_code,location_cross_streets,location_display_address,location_geo_accuracy,location_neighborhoods,location_postal_code,location_state_code,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,review_count,snippet_image_url,snippet_text,url
122,2,"[[Pubs, pubs]]",,+1-415-776-1237,,mcteagues-saloon-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/81gRfopycWN5KP74jfyiEw/ms.jpg,True,False,[1237 Polk St],San Francisco,37.7880135536,-122.420375347,US,Bush St & Fern St,"[1237 Polk St, Lower Nob Hill, San Francisco, CA 94109]",9.5,[Lower Nob Hill],94109.0,CA,,,https://m.yelp.com/biz/mcteagues-saloon-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,McTeague's Saloon,4157761237.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,375,https://s3-media2.fl.yelpcdn.com/photo/PLERCc2XYM40fl8C0X2moA/ms.jpg,They have no cover charge here which is great because many bars on Polk charge on Friday nights. Ambiance is nice and drinks are decently priced for San...,https://www.yelp.com/biz/mcteagues-saloon-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
123,3,"[[Bars, bars]]",,+1-415-288-8636,,grasslands-bar-and-lounge-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/mMekwLavOJPl9V7rnWUjCw/ms.jpg,True,False,[905 Kearny St],San Francisco,37.7963329,-122.4053286,US,Jackson St & Columbus Ave,"[905 Kearny St, Chinatown, San Francisco, CA 94133]",8.0,[Chinatown],94133.0,CA,,,https://m.yelp.com/biz/grasslands-bar-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Grasslands Bar & Lounge,4152888636.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,64,https://s3-media1.fl.yelpcdn.com/photo/T1CyqFKMPOUA0jHdwP9Rpw/ms.jpg,"Oh yeah. This is THE Place. Good, stiff drinks, friendly, but not intrusive environment. The price is right.",https://www.yelp.com/biz/grasslands-bar-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
124,4,"[[Bars, bars], [American (Traditional), tradamerican]]",,+1-415-567-9596,,bell-tower-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/BtMMYAGVYlsrSjLWhPCcDw/ms.jpg,True,False,[1900 Polk St],San Francisco,37.79433,-122.42124,US,Jackson St & Pacific Ave,"[1900 Polk St, Nob Hill, San Francisco, CA 94109]",8.0,[Nob Hill],94109.0,CA,1472590514.0,single_platform,https://m.yelp.com/biz/bell-tower-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Bell Tower,4155679596.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,558,https://s3-media3.fl.yelpcdn.com/photo/Fmmazjm4b5ZHVT2CRpcMsw/ms.jpg,"personable wait staff
great atmosphere
good brunch, good dinner",https://www.yelp.com/biz/bell-tower-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
125,5,"[[Gastropubs, gastropubs]]",,+1-415-984-0279,,mikkeller-bar-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/JTFs0SI0QjJrZuCQaiBdrw/ms.jpg,True,False,[34 Mason St],San Francisco,37.783976,-122.408981,US,Turk St & Market St,"[34 Mason St, Union Square, San Francisco, CA 94102]",9.5,[Union Square],94102.0,CA,1472783203.0,single_platform,https://m.yelp.com/biz/mikkeller-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Mikkeller Bar,4159840279.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,815,https://s3-media3.fl.yelpcdn.com/photo/FuEtzgnqqsEr73A9mAbucw/ms.jpg,Went out tonight with a friend--who is newly single and is on the prowl--and she suggested Mikkeller Bar. I'm not much of a drinker nor the type that hits...,https://www.yelp.com/biz/mikkeller-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
126,6,"[[Sports Bars, sportsbars], [Lounges, lounges], [Music Venues, musicvenues]]",,+1-415-992-2790,,score-bar-and-lounge-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/e4fh2VGDz0dG7WsK9KGeLA/ms.jpg,True,False,[490 Broadway],San Francisco,37.7982765872,-122.405239485,US,Kearny St & Rowland St,"[490 Broadway, North Beach/Telegraph Hill, San Francisco, CA 94133]",9.5,[North Beach/Telegraph Hill],94133.0,CA,,,https://m.yelp.com/biz/score-bar-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Score! Bar and Lounge,4159922790.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,72,https://s3-media2.fl.yelpcdn.com/photo/pOd4ow3KIlkYeinVlo7_-A/ms.jpg,Had a great time here with my friends! We found this place through great reviews online. It was the perfect spot for a casual yet fun night out! They played...,https://www.yelp.com/biz/score-bar-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
127,7,"[[Belgian, belgian], [Gastropubs, gastropubs]]",,+1-415-440-8727,,la-trappe-san-francisco-2,https://s3-media2.fl.yelpcdn.com/bphoto/67yj3M1AsP7JCTowPgfxXQ/ms.jpg,True,False,[800 Greenwich St],San Francisco,37.8019828796,-122.413093567,US,Jansen St & Mason St,"[800 Greenwich St, Russian Hill, San Francisco, CA 94133]",8.0,[Russian Hill],94133.0,CA,1472610953.0,single_platform,https://m.yelp.com/biz/la-trappe-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,La Trappe,4154408727.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,773,https://s3-media2.fl.yelpcdn.com/photo/Ycla9iwIXGORxNZK3yHSCA/ms.jpg,"The best mussels I have ever had. 

Hands down.

My dad was in town and I knew La Trappe would be a perfect fit for us all to go out - for a casual Friday...",https://www.yelp.com/biz/la-trappe-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
128,8,"[[American (Traditional), tradamerican], [Salad, salad], [Whiskey Bars, whiskeybars]]",,+1-415-441-2575,,marengo-on-union-san-francisco-2,https://s3-media4.fl.yelpcdn.com/bphoto/fI5P9XEVpbL0RDfwIT6Rrw/ms.jpg,True,False,[1980 Union St],San Francisco,37.7977599,-122.43191,US,Buchanan St & Charlton Ct,"[1980 Union St, Marina/Cow Hollow, San Francisco, CA 94123]",8.0,[Marina/Cow Hollow],94123.0,CA,1472696903.0,single_platform,https://m.yelp.com/biz/marengo-on-union-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Marengo on Union,4154412575.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,283,https://s3-media1.fl.yelpcdn.com/photo/6Ct6xwJt7AJD9amnMkNckA/ms.jpg,"Delicious and great service! Frickles, whiskey chicken wings, and the crispy chick salad all hit the spot.",https://www.yelp.com/biz/marengo-on-union-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
129,9,"[[Cocktail Bars, cocktailbars], [Venues & Event Spaces, venues]]",,+1-415-275-3418,,romper-room-san-francisco-2,https://s3-media1.fl.yelpcdn.com/bphoto/wU7CxbQIqPhhxiYaA_cGgA/ms.jpg,True,False,[25 Maiden Ln],San Francisco,37.7882923186,-122.404029965,US,Kearny St & Grant Ave,"[25 Maiden Ln, Union Square, San Francisco, CA 94108]",8.0,"[Union Square, Financial District]",94108.0,CA,,,https://m.yelp.com/biz/romper-room-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Romper Room,4152753418.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,73,https://s3-media1.fl.yelpcdn.com/photo/3C_-etCYQNfyn-NSj9XmJQ/ms.jpg,"Love this grimy little bar tucked away in Union Square. The bartenders are THE best here and definitely have fun with their patrons.

This place has the...",https://www.yelp.com/biz/romper-room-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
130,10,"[[American (New), newamerican], [Bars, bars]]",,+1-415-358-1999,,black-cat-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/wbWOJPxz_PyNgDWeVWBT1A/ms.jpg,True,False,[400 Eddy St],San Francisco,37.7838308,-122.4144437,US,Leavenworth St,"[400 Eddy St, Tenderloin, San Francisco, CA 94109]",8.0,[Tenderloin],94109.0,CA,,,https://m.yelp.com/biz/black-cat-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Black Cat,4153581999.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,81,https://s3-media3.fl.yelpcdn.com/photo/fob7Ziq5eKcBRmzWCCMyYA/ms.jpg,"UPGRADED REVIEW: One star deducted for a confused perhaps coddled Chef and 5 stars for staff and atmosphere of which I am a sucker for, stroke me and I'm...",https://www.yelp.com/biz/black-cat-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
131,11,"[[Lounges, lounges], [Seafood, seafood], [Italian, italian]]",,+1-415-683-7040,,bobos-lounge-san-francisco-4,https://s3-media2.fl.yelpcdn.com/bphoto/uu0hPqBObRyK2ZZP_c7-fg/ms.jpg,True,False,[1434 Lombard St],San Francisco,37.8015318,-122.4255939,US,Van Ness Ave & United States Highway 101,"[1434 Lombard St, Marina/Cow Hollow, San Francisco, CA 94123]",9.5,[Marina/Cow Hollow],94123.0,CA,,,https://m.yelp.com/biz/bobos-lounge-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Bobo's Lounge,4156837040.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,70,https://s3-media3.fl.yelpcdn.com/photo/DblGHz9Ee4EixtrDI9rrGw/ms.jpg,"This really is a fun place - great for special occasions. We came for our daughter's graduation, a party of 8 and we had such a nice experience. The food...",https://www.yelp.com/biz/bobos-lounge-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
132,12,"[[American (Traditional), tradamerican], [Cocktail Bars, cocktailbars], [Burgers, burgers]]",,+1-628-444-3100,,marengo-on-the-alley-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/uTXgIgRKMZTkzrYTG7cm8A/ms.jpg,True,False,[531 Commercial St],San Francisco,37.7943058312,-122.401870787,US,Sansome St & Leidesdorff St,"[531 Commercial St, Financial District, San Francisco, CA 94111]",8.0,[Financial District],94111.0,CA,,,https://m.yelp.com/biz/marengo-on-the-alley-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Marengo On the Alley,6284443100.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,52,https://s3-media2.fl.yelpcdn.com/photo/AgVHvRN7dOTpjQz70lgz5Q/ms.jpg,"A friend wanted to get some lunch last minute, and we wanted salads.  Other places are either lackluster or the lines are incredibly long.  I stumbled...",https://www.yelp.com/biz/marengo-on-the-alley-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
133,13,"[[Sports Bars, sportsbars], [Barbeque, bbq]]",,+1-415-440-4490,,bitters-bock-and-rye-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/RN3giPEEBWonJ9fP4IIsCQ/ms.jpg,True,False,[1117 Polk St],San Francisco,37.7870083583,-122.420071252,US,Hemlock St & Post St,"[1117 Polk St, Lower Nob Hill, San Francisco, CA 94109]",9.5,[Lower Nob Hill],94109.0,CA,1472780381.0,single_platform,https://m.yelp.com/biz/bitters-bock-and-rye-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Bitters Bock & Rye,4154404490.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,227,https://s3-media1.fl.yelpcdn.com/photo/PfXOfPyI1dWfkq1ySJ9uOQ/ms.jpg,"Fall off the bone goodness!

The Greens were great! I'd get these everyday if I could.

Thanks for reading my reviews. I only really write these as little...",https://www.yelp.com/biz/bitters-bock-and-rye-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
134,14,"[[American (New), newamerican], [Bars, bars], [Venues & Event Spaces, venues]]",,+1-415-496-6858,,jones-san-francisco-3,https://s3-media1.fl.yelpcdn.com/bphoto/uPOOkcS5xvBiN9M9QwmevQ/ms.jpg,True,False,[620 Jones St],San Francisco,37.7869534,-122.4130054,US,Colin Pl & Geary St,"[620 Jones St, Lower Nob Hill, San Francisco, CA 94102]",9.5,[Lower Nob Hill],94102.0,CA,1474293844.0,single_platform,https://m.yelp.com/biz/jones-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Jones,4154966858.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,904,https://s3-media1.fl.yelpcdn.com/photo/kmifnQYMqjpU2AoeokeNoA/ms.jpg,"I loved this place! I was in town for vacation with my mom and it was right near our hotel, so we decided to give it a try. The staff was very kind and...",https://www.yelp.com/biz/jones-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
135,15,"[[Dance Clubs, danceclubs], [Lounges, lounges], [Venues & Event Spaces, venues]]",,+1-415-650-6038,,the-roc-sf-bar-and-nightclub-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/ff9mz3ldWUQGjahSF0xAJA/ms.jpg,True,False,[2801 Leavenworth St],San Francisco,37.80727,-122.41947,US,Beach St & Jefferson St,"[2801 Leavenworth St, Russian Hill, San Francisco, CA 94133]",8.0,"[Russian Hill, Fisherman's Wharf]",94133.0,CA,,,https://m.yelp.com/biz/the-roc-sf-bar-and-nightclub-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,THE ROC SF: Bar & Nightclub,4156506038.0,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,16,https://s3-media4.fl.yelpcdn.com/photo/1_VeZw2h17er-G0KIjXF-A/ms.jpg,"This spot is awesome. Ray is an excellent bartender and ringmaster. The crowd is upbeat and fun. 
Karaoke crowd was incredible. Lots of participation in a...",https://www.yelp.com/biz/the-roc-sf-bar-and-nightclub-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
136,16,"[[Performing Arts, theater], [Cocktail Bars, cocktailbars]]",,+1-415-891-9744,,the-speakeasy-sf-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/3rfD6CqJ5G-fO-dOJll1MA/ms.jpg,True,False,[],San Francisco,37.8024902344,-122.411300659,US,,"[North Beach/Telegraph Hill, San Francisco, CA 94133]",5.0,[North Beach/Telegraph Hill],94133.0,CA,,,https://m.yelp.com/biz/the-speakeasy-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Speakeasy SF,4158919744.0,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,93,https://s3-media2.fl.yelpcdn.com/photo/5A2zNoohiS-1ZMvGfbWdAA/ms.jpg,The best night of are life's. The production and atmosphere was top notch. My wife and I where entertained and loved exploring the plots. A must bye all to...,https://www.yelp.com/biz/the-speakeasy-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
137,17,"[[Mexican, mexican], [Cocktail Bars, cocktailbars]]",,+1-415-243-0299,,tropisueño-san-francisco-3,https://s3-media3.fl.yelpcdn.com/bphoto/hUZgDmue1VRfvIXai6I0wg/ms.jpg,True,False,[75 Yerba Buena Ln],San Francisco,37.7853008468,-122.403918654,US,,"[75 Yerba Buena Ln, Financial District, San Francisco, CA 94103]",9.5,"[Financial District, SoMa]",94103.0,CA,1472619709.0,single_platform,https://m.yelp.com/biz/tropisue%C3%B1o-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Tropisueño,4152430299.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,3167,https://s3-media1.fl.yelpcdn.com/photo/EZrtQ3dN7NB2RlCfMeaULQ/ms.jpg,"Great lunch spot with super fresh and authentic options... 

Had the combo plate with a carne asada taco and chicken tamale... Beef was tender and nicely...",https://www.yelp.com/biz/tropisue%C3%B1o-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
138,18,"[[American (Traditional), tradamerican], [Dive Bars, divebars]]",,+1-415-543-3540,,louies-bar-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/hkI8jUKGNUVvHIR4CIiFsQ/ms.jpg,True,False,[55 Stevenson St],San Francisco,37.7895584106,-122.39957428,US,Ecker Pl,"[55 Stevenson St, Financial District, San Francisco, CA 94105]",8.0,"[Financial District, SoMa]",94105.0,CA,1472552941.0,single_platform,https://m.yelp.com/biz/louies-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Louie's Bar,4155433540.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,321,https://s3-media2.fl.yelpcdn.com/photo/GBPuX7iqwn4qfC9Qyo1u4w/ms.jpg,Came here for dinner since we were nearby. Very fun bar with excellent food!  The burger and fries were so delicious; potato skins just OK in my opinion...,https://www.yelp.com/biz/louies-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
139,19,"[[Southern, southern], [American (Traditional), tradamerican]]",,+1-415-373-6341,,hops-and-hominy-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/xJ6mi9tza2IcPTpBHSRvPg/ms.jpg,True,False,[1 Tillman Pl],San Francisco,37.7892737259,-122.405591254,US,Grant Ave,"[1 Tillman Pl, Union Square, San Francisco, CA 94108]",9.5,"[Union Square, Financial District]",94108.0,CA,1472742619.0,single_platform,https://m.yelp.com/biz/hops-and-hominy-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Hops & Hominy,4153736341.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,1444,https://s3-media3.fl.yelpcdn.com/photo/pqQXhyWM2_mxs0yhBM61BQ/ms.jpg,This place is located on a cute alley in the middle of the shopping district of SF. If you aren't a regular and not looking you'll miss the street. Entering...,https://www.yelp.com/biz/hops-and-hominy-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
